title,money,description,url,images
1 Piece - Dyed Loose Fabric - 42402016-1 - Shirt / 3 / 3,Rs. 830.00 Rs. 540.00,"Unleash your creativity and craft your unique style with dyed one-piece from the latest freedom to buy summer collection.
Product Detail:
Shirt 
SHIRT
Shirt: 3 Meter (RS 650/-Mtr)
Fabric: Cambric
Color: Light Pink

Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42402016-1,image_1_152_1.jpg
3 Piece - Digital Printed Loose Fabric - 42403324 - Shirt / 3 / 3,Rs. 880.00 Rs. 572.00,"Get a modish look with digital printed three-piece from the latest freedom to buy summer collection.
Product Detail:
Cross Stitch Motifs In Prints Style Shirt with Dupatta and Trousers 
SHIRT
Shirt: 3 Meter (RS 780/-Mtr)
Fabric: Lawn
Color: White
DUPATTA
Dupatta: 2.5 Meter (RS 800/-Mtr)
Fabric: Voile
Color: White
TROUSERS
Trousers: 2.5 Meter (RS 680/-Mtr)
Fabric: Cambric
Color: White
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42403324,"image_1_153_1.jpg, image_1_153_2.jpg, image_1_153_3.jpg"
Printed Dress - FS24-61 - XS,"Rs. 7,700.00 Rs. 4,620.00","Shop the perfect look for yourself today with this printed long dress from the latest pret summer collection.
Product Detail
Printed Long Dress
Long Dress
Round Neckline With Placket, Lace Detail On Front Yoke, Gathers On Sleeves, Below Yoke & Frills
Fabric: Lawn
Color: Yellow
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/products/fs24-61,"image_1_154_1.jpg, image_1_154_2.jpg, image_1_154_3.jpg"
2 Piece - Embroidered Loose Fabric - 42402003 - Shirt / 3.25 / 3.25,"Rs. 436.00 - Rs. 1,307.00","Strut in style with this embroidered two-piece from the latest freedom to buy summer collection.
Product Detail:
Shirt & Trousers
Measurements: 
Shirt: 3.25 Meter (RS 990/-Mtr)
Trousers: 2.5 Meter (RS 650/-Mtr)
Fabric: Cambric
Color: Steel Grey
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42402003,"image_1_155_1.jpg, image_1_155_2.jpg, image_1_155_3.jpg"
3 Piece - Yarn Dyed Embroidered Suit - 42402169,"Rs. 8,490.00 Rs. 6,792.00","Refresh your wardrobe with this yarn dyed embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Yarn Dyed Dupatta With Checkered Style Shirt and Trousers
SHIRT
Yarn Dyed Shirt: 3 Meter
Embroidered Neckline + Border
Fabric: Yarn Dyed
Color: Mauve
DUPATTA
Yarn Dyed Dupatta: 2.5 Meter
Fabric: Yarn Dyed
Color: Mauve
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Solid Cambric
Color: Mauve
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42402169,"image_1_156_1.jpg, image_1_156_2.jpg, image_1_156_3.jpg"
2 Piece - Printed Embroidered Suit - PE24-375 - XS,"Rs. 7,180.00 Rs. 4,308.00","Radiate positivity and vibrancy in this printed embroidered two-piece suit from the latest pret summer collection.
Product Detail
Printed Embroidered Shirt With Dupatta
Shirt
Round Neckline With Slit, Embroidered Hem
Fabric: Lawn
Color: Mustard
Dupatta
Fabric: Chiffon
Color: Maroon
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/pe24-375,"image_1_157_1.jpg, image_1_157_2.jpg, image_1_157_3.jpg"
Embroidered Shirt - PE24-137 - XS,"Rs. 4,610.00 Rs. 2,766.00","Make your appearance distinctive by wearing this embroidered shirt from the latest pret summer collection.
Product Detail
Embroidered Shirt
Shirt
Band Neckline With Piping, Embroidered Front Central Panel & Sleeves Edges, Straight Shirt
Fabric: Cambric
Color: Blue
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/products/pe24-137,"image_1_158_1.jpg, image_1_158_2.jpg, image_1_158_3.jpg"
2 Piece - Printed Suit - 42401273,"Rs. 3,590.00 Rs. 2,333.50","Style your look elegantly with this printed two-piece from the latest unstitched summer collection.  
Product Detail:
Floral Mix Printed Style Shirt with Dupatta 
SHIRT
Printed Super Fine Lawn Shirt: 3 Meter
Fabric: Lawn
Color: Off White
DUPATTA
Digital Printed Crinkle Chiffon Dupatta: 2.5 Meter
Fabric: Crinkle Chiffon
Color: Light Green
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42401273,"image_1_159_1.jpg, image_1_159_2.jpg, image_1_159_3.jpg"
3 Piece - Printed Loose Fabric - 42403119 - Shirt / 3 / 3,Rs. 830.00 Rs. 540.00,"Glance yourself in this attractively printed three-piece from the latest freedom to buy summer collection.
Product Detail:
Animal Print With Color Blocking Printed Style Shirt with Dupatta and Trousers
SHIRT
Shirt: 3 Meter (RS 730/-Mtr)
Fabric: Lawn
Color: Mustard
DUPATTA
Dupatta: 2.5 Meter (RS 750/-Mtr)
Fabric: Voile
Color: Multi
Note: Fabric used in shoot for gown is dupatta fabric
TROUSERS
Trousers: 2.5 Meter (RS 650/-Mtr)
Fabric: Cambric
Color: Mustard
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42403119,"image_1_160_1.jpg, image_1_160_2.jpg, image_1_160_3.jpg"
Slip - PS24-277 - XS,"Rs. 1,230.00 Rs. 984.00","Add comfort and a soft and smooth feel to your daily wear with this slip from the latest winter collection.
Product Detail
Basic Slip
Slip
Round Neckline
Fabric: Voile
Color: Beige
Note:
Product color may slightly vary due to photographic lighting sources or your monitor settings.",https://nishatlinen.com/products/ps24-277,image_1_161_1.jpg
3 Piece - Printed Suit - 42401660,"Rs. 5,640.00 Rs. 3,666.00","Look gorgeous effortlessly by wearing printed three-piece from the latest unstitched summer collection.
Product Detail:
Animal Printed Style Shirt with Dupatta and Trousers
SHIRT
Printed Super Fine Lawn Shirt: 3 Meter
Fabric: Lawn
Color: Black
DUPATTA
Digital Printed Muzlin Dupatta: 2.5 Meter
Fabric: Muzlin
Color: Black & Orange
TROUSERS
Dyed Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: ﻿Black
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42401660,"image_1_162_1.jpg, image_1_162_2.jpg, image_1_162_3.jpg"
Embroidered Trousers - PE24-279 - XS,"Rs. 2,770.00 Rs. 1,662.00","Upgrade your wardrobe with this embroidered trousers from the latest pret summer collection. 
Product Detail
Embroidered Trousers
Trousers
Loose Straight Trousers With Pleated Embroidered Hem
Fabric: Cambric
Color: Beige
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/pe24-279,"image_1_163_1.jpg, image_1_163_2.jpg, image_1_163_3.jpg"
2 Piece - Printed Suit With Laces - 42401598,"Rs. 5,130.00 Rs. 3,334.50","Strut in style with this printed two-piece from the latest unstitched summer collection.
Product Detail:
Bold Floral With Laces Printed Style Shirt with Dupatta
SHIRT
Printed Super Fine Lawn Shirt: 3 Meter
1 Lace: 1.25 Meter
1 Lace: 2.5 Meter
Fabric: Lawn
Color: ﻿Brown
DUPATTA
Digital Printed Banarsi Slub Dupatta: 2.5 Meter
Fabric: Banarsi Slub
Color: Brown
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42401598,"image_1_164_1.jpg, image_1_164_2.jpg, image_1_164_3.jpg"
3 Piece - Digital Printed Loose Fabric - 42403163 - Shirt / 3 / 3,Rs. 830.00 Rs. 540.00,"Mesmerize in this trendy digital printed three-piece from the latest freedom to buy summer collection.
Product Detail:
Ethnic Printed Style Shirt with Dupatta and Trousers
SHIRT
Shirt: 3 Meter (RS 750/-Mtr)
Fabric: Lawn
Color: Brown
DUPATTA
Dupatta: 2.5 Meter (RS 780/-Mtr)
Fabric: Voile
Color: Brown
TROUSERS
Trousers: 2.5 Meter (RS 650/-Mtr)
Fabric: Cambric
Color: Brown
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42403163,"image_1_165_1.jpg, image_1_165_2.jpg, image_1_165_3.jpg"
2 Piece - Embroidered Suit - PE24-66 - XS,"Rs. 8,200.00 Rs. 4,920.00","Look and feel your best by wearing this embroidered two-piece suit from the latest pret summer collection.
Product Detail
Embroidered Shirt With Trousers
Shirt
Band Neckline With Slit, Embroidered Sleeves, Front & Hem, Gathers Detail On Shoulder
Fabric: Cambric
Color: Pink
Trousers
Loose Straight Trousers
Fabric: Cambric
Color: Pink
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/pe24-66,"image_1_166_1.jpg, image_1_166_2.jpg, image_1_166_3.jpg"
3 Piece - Printed Embroidered Suit - 42401840,"Rs. 7,690.00 Rs. 4,998.50","Built up your look enlivened in this printed embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Embroidered Style Motifs Style Shirt with Dupatta and Trousers
SHIRT
Printed Lawn Shirt: 3 Meter
Embroidered Motifs + Border
Fabric: Lawn
Color: Gold
DUPATTA
Digital Printed Zari Lawn Dupatta: 2.5 Meter
Fabric: Zari Lawn
Color: Gold
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Gold
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42401840,"image_1_167_1.jpg, image_1_167_2.jpg, image_1_167_3.jpg"
3 Piece - Printed Loose Fabric - 42403151 - Shirt / 3 / 3,Rs. 830.00 Rs. 540.00,"Embrace the whispers of timelessness by wearing this printed three-piece from the latest freedom to buy summer collection.
Product Detail:
Abstract Printed Style Shirt with Dupatta and Trousers
SHIRT
Shirt: 3 Meter (RS 730/-Mtr)
Fabric: Lawn
Color: Pink
DUPATTA
Dupatta: 2.5 Meter (RS 750/-Mtr)
Fabric: Voile
Color: Pink
TROUSERS
Trousers: 2.5 Meter (RS 650/-Mtr)
Fabric: Cambric
Color: Pink
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42403151,"image_1_168_1.jpg, image_1_168_2.jpg, image_1_168_3.jpg"
3 Piece - Printed Loose Fabric - 42403370 - Dupatta / 2.5 / 2.5,Rs. 455.00 - Rs. 533.00,"Uplift your look with printed three-piece from the latest freedom to buy summer collection.
Product Detail
Geometric Printed Style Shirt with Dupatta and Trousers 
SHIRT
Shirt: 3 Meter (RS 780/-Mtr) 
Fabric: Lawn
Color: Black
DUPATTA
Dupatta: 2.5 Meter (RS 800/-Mtr) 
Fabric: Voile
Color: Black
TROUSERS
Trousers: 2.5 Meter (RS 700/-Mtr) 
Fabric: Cambric
Color: Black
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42403370,"image_1_169_1.jpg, image_1_169_2.jpg, image_1_169_3.jpg"
Printed Dress - AS24-15 - XS / S,"Rs. 6,050.00 Rs. 3,630.00","Look and feel your best by wearing this printed dress from the latest pret summer collection. 
Product Detail
Printed Dress
Dress
V Neckline, Gathered Cuff Sleeves With Buttons Detail, String & Tassels Detail At Waistline
Fabric: Lawn
Color: Orange
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/as24-15,"image_1_170_1.jpg, image_1_170_2.jpg, image_1_170_3.jpg"
1 Piece - Digital Printed Loose Fabric - 42403196 - Shirt / 3 / 3,Rs. 830.00 Rs. 540.00,"Make your day memorable by wearing this printed one-piece from the latest freedom to buy summer collection.
Product Detail:
Geometric Jaal Printed Style Shirt 
SHIRT
Shirt: 3 Meter (RS 830/-Mtr)
Fabric: Dobby Lawn
Color: Deep Pink

Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42403196,"image_1_171_1.jpg, image_1_171_2.jpg, image_1_171_3.jpg"
Printed Tunic - AS24-57 - XS,"Rs. 4,100.00 Rs. 2,460.00","Ease your confusion about styling by wearing this printed tunic from the latest pret summer collection.  
Product Detail
Printed Tunic
Tunic
Round Neckline With Buttons & Pleat Detail On Placket, Gathers Detail On Sleeves Edges, Length Variation, Short Tunic
Fabric: Silk Grip
Color: Blue
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/products/as24-57,"image_1_172_1.jpg, image_1_172_2.jpg, image_1_172_3.jpg"
3 Piece - Digital & Paste Printed Embroidered Suit - 42401917,"Rs. 13,850.00 Rs. 9,002.50","Get a stunning & fabulous look by wearing this eye-catching digital printed embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Style Shirt with Dupatta and Trousers
SHIRT
Schiffli Embroidered Printed Cambric Front & Back: 2 Meter
Schiffli Embroidered Printed Cambric Sleeves: 0.6 Meter
Fabric: Cambric
Color: Greyish Blue
DUPATTA
Digital Printed Chicken Kari Dupatta: 2.5 Meter
Fabric: Chicken Kari
Color: Greyish Blue
TROUSERS
White Paste Printed Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Greyish Blue
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42401917,"image_1_173_1.jpg, image_1_173_2.jpg, image_1_173_3.jpg"
3 Piece - Embroidered Suit - 42402177,"Rs. 10,490.00 Rs. 8,392.00","Mesmerize in this trendy embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Floral Silhouettes Style Shirt with Dupatta and Trousers
SHIRT
Solid Satin Shirt: 3 Meter
Embroidered Front + Border
Fabric: Satin
Color: Blue
DUPATTA
Printed Khadi Silk Dupatta: 2.23 Meter
Fabric: Khadi Silk
Color: Blue
TROUSERS
Solid Satin Trousers: 2.5 Meter
Fabric: Satin
Color: Blue
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42402177,"image_1_174_1.jpg, image_1_174_2.jpg, image_1_174_3.jpg"
3 Piece - Embroidered Suit - 42401997,"Rs. 9,740.00 Rs. 6,331.00","Radiate with striking attractiveness by adorning yourself with this elegant embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Floral Style Shirt with Dupatta and Trousers
SHIRT
Solid Lawn Shirt: 3 Meter
Embroidered Front + 4 Motifs
Fabric: Lawn
Color: Brown
DUPATTA
Embroidered Swiss Voile Dupatta: 2.5 Meter
Fabric: Swiss Voile
Color: Brown
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Brown
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42401997,"image_1_175_1.jpg, image_1_175_2.jpg, image_1_175_3.jpg"
3 Piece - Digital Printed Loose Fabric - 42403378 - Dupatta / 2.5 / 2.5,Rs. 455.00 - Rs. 533.00,"Captivate in majestic featuring digital printed three-piece from the latest freedom to buy summer collection.
Product Detail
Textures Printed Style Shirt with Dupatta and Trousers 
SHIRT
Shirt: 3 Meter (RS 800/-Mtr) 
Fabric: Lawn
Color: Teal
DUPATTA
Dupatta: 2.5 Meter (RS 820/-Mtr) 
Fabric: Voile
Color: Teal
TROUSERS
Trousers: 2.5 Meter (RS 700/-Mtr) 
Fabric: Cambric
Color: Teal
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42403378,"image_1_176_1.jpg, image_1_176_2.jpg, image_1_176_3.jpg"
Printed Shirt - PS24-139 - XS,"Rs. 4,100.00 Rs. 2,460.00","Add a touch of glamour to your style with this contemporary printed shirt from the latest pret summer collection. 
Product Detail
Printed Shirt
Shirt
Round Neckline With Slit, Piping & Button Detail
Fabric: Lawn
Color: Mustard
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/ps24-139,"image_1_177_1.jpg, image_1_177_2.jpg, image_1_177_3.jpg"
3 Piece - Embroidered Suit - 42405026,"Rs. 8,720.00 Rs. 5,668.00","Make a marvelous appearance with this embroidered three-piece from the latest summer collection.
Product Detail
Shirt with Dupatta and Trousers
SHIRT
Dyed Cambric Shirt: 3.2 Meter
Embroidered Front + Border
Fabric: Cambric
Color: Purple
DUPATTA
Digital Printed Silk Dupatta: 2.6 Meter
Fabric: Silk
Color: Purple
TROUSERS
Dyed Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: ﻿Purple
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42405026,"image_1_178_1.jpg, image_1_178_2.jpg, image_1_178_3.jpg"
3 Piece - Printed Loose Fabric - 42403029 - Shirt / 3 / 3,Rs. 670.00 Rs. 436.00,"Strut in style with this printed three-piece from the latest freedom to buy summer collection.
Product Detail:
Ethnic Printed Style Shirt with Dupatta and Trousers
SHIRT
Shirt: 3 Meter (RS 730/-Mtr)
Fabric: Lawn
Color: Off White
DUPATTA
Dupatta: 2.5 Meter (RS 750/-Mtr)
Fabric: Voile
Color: Off White
TROUSERS
Trousers: 2.5 Meter (RS 690/-Mtr)
Fabric: Cambric
Color: ﻿Off White
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42403029,"image_1_179_1.jpg, image_1_179_2.jpg, image_1_179_3.jpg"
3 Piece - Printed Suit - 42402014,"Rs. 5,130.00 Rs. 3,334.50","Become the ultimate trendsetter with our printed three-piece from the latest unstitched summer collection.
Product Detail:
Baroque Floral Mix Printed Style Shirt with Dupatta and Trousers
SHIRT
Printed Super Fine Lawn Shirt: 3 Meter
Fabric: Lawn
Color: Light Green
DUPATTA
Digital Printed Crinkle Chiffon Dupatta: 2.5 Meter
Fabric: Crinkle Chiffon
Color: Light Green
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Light Green
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42402014,"image_1_180_1.jpg, image_1_180_2.jpg, image_1_180_3.jpg"
3 Piece - Printed Suit - 42402118,"Rs. 4,990.00 Rs. 3,992.00","Add color to your day events with this printed three-piece from the latest unstitched summer collection.
Product Detail:
Ethnic Printed Style Shirt with Dupatta and Trousers
SHIRT
Printed Lawn Shirt: 3 Meter
Fabric: Lawn
Color: Black
DUPATTA
Printed Doriya Dupatta: 2.5 Meter
Fabric: Doriya
Color: Mustard
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Black
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42402118,"image_1_181_1.jpg, image_1_181_2.jpg, image_1_181_3.jpg"
Printed Dress - FE24-80 - XS,"Rs. 10,260.00 Rs. 6,156.00","Dive into a world of captivating aesthetics with this printed dress from the latest pret summer collection.
Product Detail
Printed dress
Dress
Round Neckline With Piping & Tassels Detail, Lace Detail On Sleeves & Sides, Boxy Cut Dress
Fabric: Jacquard
Color: Off White
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/fe24-80,"image_1_182_1.jpg, image_1_182_2.jpg, image_1_182_3.jpg"
2 Piece - Printed Suit With Laces - 42401607,"Rs. 5,130.00 Rs. 3,334.50","For a fashionable statement adorn this printed two-piece from the latest unstitched summer collection.
Product Detail:
Ethnic Patterns With Tie & Dye Textures In Printed Style Shirt with Dupatta
SHIRT
Printed Super Fine Lawn Shirt: 3 Meter
1 Lace: 1.25 Meter
1 Lace: 2.5 Meter
Fabric: Lawn
Color: Turquoise
DUPATTA
Digital Printed Banarsi Slub Dupatta: 2.5 Meter
Fabric: Banarsi Slub
Color: ﻿Turquoise
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42401607,"image_1_183_1.jpg, image_1_183_2.jpg, image_1_183_3.jpg"
Basic Shirt - PE24-121 - XS,"Rs. 4,100.00 Rs. 2,460.00","Ease your confusion for styling by wearing this basic shirt from the latest pret summer collection.
Product Detail
Basic Shirt
Shirt
Band V Neckline With Tassels Detail, Flared Shirt
Fabric: Cambric
Color: Aqua
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/pe24-121,"image_1_184_1.jpg, image_1_184_2.jpg, image_1_184_3.jpg"
3 Piece - Embroidered Suit - 42402063,"Rs. 8,690.00 Rs. 5,648.50","Glance yourself in this embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Floral Embellished Mix Style Shirt with Dupatta and Trousers
SHIRT
Solid Slub Cambric Shirt: 3 Meter
Embroidered Front + Motifs
Fabric: Cambric
Color: Navy
DUPATTA
Digital Printed Slub Dupatta: 2.5 Meter
Fabric: Slub
Color: Navy
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Navy
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42402063,"image_1_185_1.jpg, image_1_185_2.jpg, image_1_185_3.jpg"
Printed Shirt - PE24-360 - XS,"Rs. 4,100.00 Rs. 2,460.00","Ease your confusion for styling by wearing this printed shirt from the latest pret summer collection.
Product Detail
Printed Shirt
Shirt
Round Neckline With Tie-Up Dorri & Tassels Detail, Lace Detail on Sleeves Edges
Fabric: Lawn
Color: Black
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/products/pe24-360,"image_1_186_1.jpg, image_1_186_2.jpg, image_1_186_3.jpg"
3 Piece - Basic Suit - PS24-48 - XL,"Rs. 9,230.00 Rs. 5,538.00","Discover self-empowerment through fashion in this basic three-piece suit from the latest pret pre summer collection.
Product Detail
Basic Shirt With Dupatta & Trousers
Shirt
Band Neckline With Placket, Lace & Pintucks Detail On Sleeves
Fabric: Jacquard
Color: Turquoise
Dupatta
Adda Detail On Hem
Fabric: Net
Color: Turquoise
Trousers
Fabric: Cambric
Color: Turquoise
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/products/ps24-48,"image_1_187_1.jpg, image_1_187_2.jpg, image_1_187_3.jpg"
3 Piece - Printed Loose Fabric - 42403290 - Shirt / 3 / 3,Rs. 880.00 Rs. 572.00,"Uplift your look with this printed three-piece from the latest freedom to buy summer collection.
Product Detail:
Animal Prints Style Shirt with Dupatta and Trousers 
SHIRT
Shirt: 3 Meter (RS 750/-Mtr)
Fabric: Lawn
Color: Multi
DUPATTA
Dupatta: 2.5 Meter (RS 780/-Mtr)
Fabric: Voile
Color: Multi
TROUSERS
Trousers: 2.5 Meter (RS 680/-Mtr)
Fabric: Cambric
Color: White
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42403290,"image_1_188_1.jpg, image_1_188_2.jpg, image_1_188_3.jpg"
3 Piece - Printed Embroidered Suit - 42402129,"Rs. 10,490.00 Rs. 8,392.00","Get ready to refresh your look with our printed embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Floral Style Shirt with Dupatta and Trousers
SHIRT
Printed Cambric Shirt: 3 Meter
Embroidered Front + Sleeves + Border
Fabric: Cambric
Color: Teal
DUPATTA
Printed Fancy Brochia Dupatta: 2.5 Meter
Fabric: Brochia
Color: Teal
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Teal
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42402129,"image_1_189_1.jpg, image_1_189_2.jpg, image_1_189_3.jpg"
Printed Shirt - PE24-359 - XS,"Rs. 4,100.00 Rs. 2,460.00","Ease your confusion for styling by wearing this printed shirt from the latest pret summer collection.
Product Detail
Printed Shirt
Shirt
Band Neckline With V-Slit, Printed Shirt
Fabric: Lawn
Color: Maroon
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/pe24-359,"image_1_190_1.jpg, image_1_190_2.jpg, image_1_190_3.jpg"
3 Piece - Printed Suit - 42402022,"Rs. 6,150.00 Rs. 3,997.50","Keep your look effortlessly chic by wearing this printed three-piece from the latest unstitched summer collection.
Product Detail:
Floral Silhouettes Printed Style Shirt with Dupatta & Trousers
SHIRT
Printed Super Fine Lawn Shirt: 3 Meter
Fabric: Lawn
Color: Black & Skin
DUPATTA
Digital Printed Crinkle Chiffon Dupatta: 2.5 Meter
Fabric: Crinkle Chiffon
Color: Black & Skin
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Skin
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/collections/women/products/42402022,"image_1_191_1.jpg, image_1_191_2.jpg, image_1_191_3.jpg"
3 Piece - Embroidered Suit - 42401448,"Rs. 8,200.00 Rs. 5,330.00","Make a bold fashion statement with this digital printed embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Geometric Style Shirt with Dupatta and Trousers
SHIRT
Dyed Super Fine Grid Lawn Shirt: 3 Meter
Embroidered Neckline + Border
Fabric: Grid Lawn
Color: White & Black
DUPATTA
Digital Printed Grid Lawn Dupatta: 2.5 Meter
Fabric: Grid Lawn
Color: White & Black
TROUSERS
Dyed Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: White 
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42401448,"image_1_192_1.jpg, image_1_192_2.jpg, image_1_192_3.jpg"
Printed Tunic - AS24-70 - XS,"Rs. 4,100.00 Rs. 2,460.00","Add sophistication to your wardrobe with this printed tunic from the latest pret summer collection.  

Product Detail
Printed Tunic
Tunic
Collar Neckline, Cut & Sew Inverted Box Pleated Detail, A-Line Short Tunic
Fabric: Silk
Color: Beige
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/collections/women/products/as24-70,"image_1_193_1.jpg, image_1_193_2.jpg, image_1_193_3.jpg"
Embroidered Shirt - PE24-91 - XS,"Rs. 4,820.00 Rs. 2,892.00","Capture the essence of timeless elegance with this embroidered shirt from the latest pret summer collection.
Product Detail
Embroidered Shirt 
Shirt
Round Neckline With Placket, Embroidered Front & Sleeves
Fabric: Cambric
Color: Pink
Note:
Product color may vary slightly due to photographic lighting sources or monitor settings.",https://nishatlinen.com/products/pe24-91,"image_1_194_1.jpg, image_1_194_2.jpg, image_1_194_3.jpg"
2 Piece - Jacquard Embroidered Suit - 42401752,"Rs. 7,180.00 Rs. 4,667.00","Add sophistication to your wardrobe with this jacquard embroidered two-piece from the latest unstitched summer collection.
Product Detail:
Shirt with Trousers
SHIRT
Jacquard Shirt: 3 Meter
2 Embroidered Motifs + Border
Fabric: Jacquard
Color: Black
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Black
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42401752,"image_1_195_1.jpg, image_1_195_2.jpg, image_1_195_3.jpg"
3 Piece - Jacquard Embroidered Suit - 42401927,"Rs. 8,720.00 Rs. 5,668.00","Delicate your look with this jacquard embroidered three-piece from the latest unstitched summer collection.
Product Detail:
Stencil Art Style Shirt with Dupatta and Trousers
SHIRT
Jacquard Shirt: 3 Meter
Embroidered Neckline + Border
Fabric: Jacquard
Color: Beige
DUPATTA
Digital Printed Zari Lawn Dupatta: 2.5 Meter
Fabric: Zari Lawn
Color: Beige
TROUSERS
Solid Cambric Trousers: 2.5 Meter
Fabric: Cambric
Color: Beige
Note:
Product color may slightly vary due to photographic lighting sources or your device settings.",https://nishatlinen.com/products/42401927,"image_1_196_1.jpg, image_1_196_2.jpg, image_1_196_3.jpg"
